order_id,order_date,ship_date,ship_mode,customer_name,segment,region,state,product_name,category,sub_category,sales,quantity,discount,profit,year,month,profit_margin,discount_category,,,,,,,,,,
CA-2015-121720,6/11/2015,6/12/2015,First Class,Jim Epp,Corporate,West,Wisconsin,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Office Supplies,Art,60.77,2.00,0.20,7.60,2015,Jun,12.51%,Low Discount,,,,,,,,,,
CA-2014-107818,9/8/2014,9/14/2014,Standard Class,Marc Crier,Consumer,West,Washington,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Office Supplies,Art,303.84,8.00,0.00,91.15,2014,Sep,30.00%,No Discount,,,,,,,,,,
CA-2014-100762,11/24/2014,11/29/2014,Standard Class,Nat Gilpin,Corporate,South,Ohio,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Office Supplies,Art,151.92,4.00,0.00,45.58,2014,Nov,30.00%,No Discount,,,,,,,,,,
CA-2017-151981,8/6/2017,8/12/2017,Standard Class,Gary Mitchum,Home Office,East,Texas,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Office Supplies,Art,227.88,6.00,0.00,68.36,2017,Aug,30.00%,No Discount,,,,,,,,,,
CA-2015-153794,9/11/2015,9/16/2015,Standard Class,Sean Braxton,Corporate,West,Texas,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Office Supplies,Art,265.86,7.00,0.00,79.76,2015,Sep,30.00%,No Discount,,,,,,,,,,
CA-2017-164756,9/18/2017,9/22/2017,Standard Class,Saphhira Shifley,Corporate,West,Washington,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Office Supplies,Art,113.94,3.00,0.00,34.18,2017,Sep,30.00%,No Discount,,,,,,,,,,
CA-2015-109386,11/8/2015,11/13/2015,Second Class,Rob Haberlin,Consumer,South,Virginia,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Office Supplies,Art,265.86,7.00,0.00,79.76,2015,Nov,30.00%,No Discount,,,,,,,,,,
CA-2017-100783,9/4/2017,9/8/2017,Second Class,Julie Kriz,Home Office,West,Texas,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Office Supplies,Art,30.38,1.00,0.20,3.80,2017,Sep,12.51%,Low Discount,,,,,,,,,,
CA-2017-110940,7/23/2017,7/28/2017,Standard Class,Annie Zypern,Consumer,West,Texas,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Office Supplies,Art,121.54,4.00,0.20,15.19,2017,Jul,12.50%,Low Discount,,,,,,,,,,
CA-2017-119004,11/23/2017,11/28/2017,Standard Class,Janet Martin,Consumer,West,Texas,Newell Chalk Holder,Office Supplies,Art,3.30,1.00,0.20,1.07,2017,Nov,32.42%,Low Discount,,,,,,,,,,
CA-2015-129854,8/22/2015,8/26/2015,Standard Class,Roger Barcio,Home Office,West,Texas,Newell Chalk Holder,Office Supplies,Art,16.52,4.00,0.00,7.60,2015,Aug,46.00%,No Discount,,,,,,,,,,
US-2016-100405,8/26/2016,8/28/2016,Second Class,Tom Stivers,Corporate,West,Washington,Newell Chalk Holder,Office Supplies,Art,8.26,2.00,0.00,3.80,2016,Aug,46.00%,No Discount,,,,,,,,,,
CA-2017-168228,4/27/2017,4/29/2017,First Class,Arthur Prichep,Consumer,West,Washington,Newell Chalk Holder,Office Supplies,Art,12.39,3.00,0.00,5.70,2017,Apr,46.00%,No Discount,,,,,,,,,,
CA-2017-105669,9/17/2017,9/22/2017,Second Class,Sanjit Jacobs,Home Office,West,Washington,Newell Chalk Holder,Office Supplies,Art,9.91,3.00,0.20,3.22,2017,Sep,32.49%,Low Discount,,,,,,,,,,
CA-2014-104563,3/7/2014,3/12/2014,Standard Class,Craig Molinari,Corporate,West,Washington,Newell Chalk Holder,Office Supplies,Art,20.65,5.00,0.00,9.50,2014,Mar,46.00%,No Discount,,,,,,,,,,
CA-2016-161746,10/21/2016,10/27/2016,Standard Class,Carlos Soltero,Consumer,West,Washington,Newell Chalk Holder,Office Supplies,Art,12.39,3.00,0.00,5.70,2016,Oct,46.00%,No Discount,,,,,,,,,,
CA-2015-131758,5/28/2015,6/1/2015,Standard Class,Karl Braun,Consumer,West,Ohio,Boston 16701 Slimline Battery Pencil Sharpener,Office Supplies,Art,47.82,3.00,0.00,14.35,2015,May,30.01%,No Discount,,,,,,,,,,
CA-2014-131947,9/17/2014,9/22/2014,Standard Class,Joseph Airdo,Consumer,West,Pennsylvania,Boston 16701 Slimline Battery Pencil Sharpener,Office Supplies,Art,38.26,3.00,0.20,4.78,2014,Sep,12.49%,Low Discount,,,,,,,,,,
CA-2017-110380,9/2/2017,9/7/2017,Standard Class,Phillip Flathmann,Consumer,West,Washington,Pencil and Crayon Sharpener,Office Supplies,Art,6.57,3.00,0.00,1.77,2017,Sep,26.94%,No Discount,,,,,,,,,,
CA-2017-132185,11/27/2017,12/2/2017,Standard Class,Doug Bickford,Consumer,West,Washington,Pencil and Crayon Sharpener,Office Supplies,Art,8.76,5.00,0.20,0.77,2017,Nov,8.79%,Low Discount,,,,,,,,,,
CA-2017-140627,12/23/2017,12/27/2017,Standard Class,Darren Koutras,Consumer,West,Tennessee,Pencil and Crayon Sharpener,Office Supplies,Art,12.26,7.00,0.20,1.07,2017,Dec,8.73%,Low Discount,,,,,,,,,,
CA-2017-130904,4/11/2017,4/16/2017,Standard Class,Henry MacAllister,Consumer,West,Washington,Pencil and Crayon Sharpener,Office Supplies,Art,1.75,1.00,0.20,0.15,2017,Apr,8.57%,Low Discount,,,,,,,,,,
CA-2017-115602,12/18/2017,12/24/2017,Standard Class,Doug Jacobs,Consumer,West,Oregon,Sanford Pocket Accent Highlighters,Office Supplies,Art,3.20,2.00,0.00,1.38,2017,Dec,43.13%,No Discount,,,,,,,,,,
CA-2016-161158,5/9/2016,5/13/2016,Standard Class,Paul Stevenson,Home Office,West,Washington,Sanford Pocket Accent Highlighters,Office Supplies,Art,8.00,5.00,0.00,3.44,2016,May,43.00%,No Discount,,,,,,,,,,
CA-2016-169824,12/12/2016,12/17/2016,Standard Class,Noel Staavos,Corporate,West,Texas,Sanford Pocket Accent Highlighters,Office Supplies,Art,11.20,7.00,0.00,4.82,2016,Dec,43.04%,No Discount,,,,,,,,,,
CA-2014-120474,12/1/2014,12/3/2014,First Class,Resi P�lking,Consumer,West,Wisconsin,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Office Supplies,Art,46.64,4.00,0.00,12.59,2014,Dec,26.99%,No Discount,,,,,,,,,,
CA-2016-128923,12/9/2016,12/13/2016,Standard Class,George Bell,Corporate,West,Texas,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Office Supplies,Art,9.33,1.00,0.20,0.82,2016,Dec,8.79%,Low Discount,,,,,,,,,,
CA-2014-164469,6/25/2014,6/27/2014,Second Class,Grace Kelly,Corporate,West,Texas,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Office Supplies,Art,9.33,1.00,0.20,0.82,2014,Jun,8.79%,Low Discount,,,,,,,,,,
CA-2016-130911,3/24/2016,3/26/2016,Second Class,Dan Campbell,Consumer,South,Texas,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Office Supplies,Art,18.66,2.00,0.20,1.63,2016,Mar,8.74%,Low Discount,,,,,,,,,,
CA-2016-164350,9/10/2016,9/12/2016,Second Class,Catherine Glotzbach,Home Office,West,Wisconsin,"Boston Model 1800 Electric Pencil Sharpener, Gray",Office Supplies,Art,67.56,3.00,0.20,8.45,2016,Sep,12.51%,Low Discount,,,,,,,,,,
US-2016-102232,8/5/2016,8/11/2016,Standard Class,Maureen Fritzler,Corporate,West,Ohio,"Boston Model 1800 Electric Pencil Sharpener, Gray",Office Supplies,Art,197.05,7.00,0.00,59.12,2016,Aug,30.00%,No Discount,,,,,,,,,,
CA-2015-103772,6/28/2015,7/2/2015,Standard Class,Mark Packer,Home Office,South,Texas,"Boston Model 1800 Electric Pencil Sharpener, Gray",Office Supplies,Art,140.75,5.00,0.00,42.23,2015,Jun,30.00%,No Discount,,,,,,,,,,
CA-2016-166674,4/1/2016,4/3/2016,Second Class,Raymond Buch,Consumer,West,Washington,Newell 345,Office Supplies,Art,59.52,3.00,0.00,15.48,2016,Apr,26.01%,No Discount,,,,,,,,,,
CA-2016-156685,7/8/2016,7/10/2016,Second Class,Scot Coram,Corporate,West,Washington,Newell 345,Office Supplies,Art,47.62,3.00,0.20,3.57,2016,Jul,7.50%,Low Discount,,,,,,,,,,
CA-2016-128111,3/17/2016,3/23/2016,Standard Class,Christine Sundaresam,Consumer,West,Washington,Newell 345,Office Supplies,Art,39.68,2.00,0.00,10.32,2016,Mar,26.01%,No Discount,,,,,,,,,,
US-2017-103828,8/13/2017,8/13/2017,Same Day,Jay Kimmel,Consumer,West,Pennsylvania,Newell 345,Office Supplies,Art,59.52,3.00,0.00,15.48,2017,Aug,26.01%,No Discount,,,,,,,,,,
US-2017-165953,12/31/2016,1/6/2017,Standard Class,Emily Phan,Consumer,West,Texas,Newell 345,Office Supplies,Art,47.62,3.00,0.20,3.57,2016,Dec,7.50%,Low Discount,,,,,,,,,,
CA-2015-137302,4/26/2015,5/1/2015,Standard Class,Bart Watters,Corporate,West,Wisconsin,Newell 345,Office Supplies,Art,59.52,3.00,0.00,15.48,2015,Apr,26.01%,No Discount,,,,,,,,,,
CA-2014-169061,3/5/2014,3/8/2014,Second Class,Aimee Bixby,Consumer,East,Texas,Newell 345,Office Supplies,Art,59.52,3.00,0.00,15.48,2014,Mar,26.01%,No Discount,,,,,,,,,,
CA-2016-146437,1/28/2016,2/1/2016,Second Class,Henry Goldwyn,Corporate,West,Texas,Newell 345,Office Supplies,Art,39.68,2.00,0.00,10.32,2016,Jan,26.01%,No Discount,,,,,,,,,,
CA-2017-148642,3/6/2017,3/12/2017,Standard Class,Don Weiss,Consumer,West,Washington,Newell 345,Office Supplies,Art,63.49,4.00,0.20,4.76,2017,Mar,7.50%,Low Discount,,,,,,,,,,
CA-2015-148712,4/17/2015,4/23/2015,Standard Class,Jessica Myrick,Consumer,West,Pennsylvania,Barrel Sharpener,Office Supplies,Art,10.71,3.00,0.00,2.78,2015,Apr,25.96%,No Discount,,,,,,,,,,
CA-2017-151176,2/13/2017,2/20/2017,Standard Class,Stewart Visinsky,Consumer,West,Vermont,Barrel Sharpener,Office Supplies,Art,10.71,3.00,0.00,2.78,2017,Feb,25.96%,No Discount,,,,,,,,,,
US-2017-132675,9/24/2017,9/28/2017,Standard Class,Karen Ferguson,Home Office,West,New Jersey,Barrel Sharpener,Office Supplies,Art,14.28,4.00,0.00,3.71,2017,Sep,25.98%,No Discount,,,,,,,,,,
CA-2016-101329,4/22/2016,4/29/2016,Standard Class,Michael Moore,Consumer,West,Virginia,Barrel Sharpener,Office Supplies,Art,32.13,9.00,0.00,8.35,2016,Apr,25.99%,No Discount,,,,,,,,,,
US-2015-161466,9/24/2015,9/27/2015,Second Class,Odella Nelson,Corporate,West,Texas,Newell 320,Office Supplies,Art,6.85,2.00,0.20,0.60,2015,Sep,8.76%,Low Discount,,,,,,,,,,
US-2017-105389,10/23/2017,10/28/2017,Second Class,Darrin Martin,Consumer,West,Texas,Newell 320,Office Supplies,Art,10.27,3.00,0.20,0.90,2017,Oct,8.76%,Low Discount,,,,,,,,,,
CA-2017-134838,2/19/2017,2/20/2017,First Class,Emily Ducich,Home Office,West,Washington,Newell 320,Office Supplies,Art,12.84,3.00,0.00,3.47,2017,Feb,27.02%,No Discount,,,,,,,,,,
CA-2015-107468,12/18/2015,12/22/2015,Standard Class,Michael Kennedy,Corporate,West,Wisconsin,Newell 320,Office Supplies,Art,6.85,2.00,0.20,0.60,2015,Dec,8.76%,Low Discount,,,,,,,,,,
CA-2014-102673,11/1/2014,11/5/2014,Standard Class,Ken Heidel,Corporate,West,Washington,Newell 320,Office Supplies,Art,10.27,3.00,0.20,0.90,2014,Nov,8.76%,Low Discount,,,,,,,,,,
US-2014-131870,9/9/2014,9/11/2014,First Class,Nicole Fjeld,Home Office,West,Washington,Newell 320,Office Supplies,Art,30.82,9.00,0.20,2.70,2014,Sep,8.76%,Low Discount,,,,,,,,,,
CA-2015-104059,6/13/2015,6/15/2015,Second Class,Frank Carlisle,Home Office,West,Ohio,Newell 320,Office Supplies,Art,3.42,1.00,0.20,0.30,2015,Jun,8.77%,Low Discount,,,,,,,,,,
CA-2015-153626,7/9/2015,7/14/2015,Standard Class,Emily Burns,Consumer,West,Utah,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",Office Supplies,Art,5.16,3.00,0.20,0.84,2015,Jul,16.28%,Low Discount,,,,,,,,,,
CA-2014-110849,4/18/2014,4/23/2014,Standard Class,John Lee,Consumer,West,Pennsylvania,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",Office Supplies,Art,10.75,5.00,0.00,3.55,2014,Apr,33.02%,No Discount,,,,,,,,,,
CA-2017-111332,5/20/2017,5/22/2017,Second Class,Nat Carroll,Consumer,East,Texas,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",Office Supplies,Art,21.50,10.00,0.00,7.10,2017,May,33.02%,No Discount,,,,,,,,,,
CA-2015-125710,10/8/2015,10/13/2015,Standard Class,Brian Thompson,Consumer,West,Texas,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",Office Supplies,Art,3.44,2.00,0.20,0.56,2015,Oct,16.28%,Low Discount,,,,,,,,,,
CA-2017-159135,11/4/2017,11/8/2017,Standard Class,Katherine Murray,Home Office,West,Virginia,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",Office Supplies,Art,4.30,2.00,0.00,1.42,2017,Nov,33.02%,No Discount,,,,,,,,,,
US-2014-119137,7/23/2014,7/27/2014,Standard Class,Arthur Gainer,Consumer,West,Wisconsin,Newell 324,Office Supplies,Art,9.24,1.00,0.20,0.92,2014,Jul,9.96%,Low Discount,,,,,,,,,,
CA-2015-115091,10/5/2015,10/9/2015,Standard Class,Joel Jenkins,Home Office,South,Virginia,Newell 324,Office Supplies,Art,46.20,4.00,0.00,12.94,2015,Oct,28.01%,No Discount,,,,,,,,,,
CA-2017-157987,9/2/2017,9/6/2017,Standard Class,Ann Chong,Corporate,West,Washington,Newell 324,Office Supplies,Art,23.10,2.00,0.00,6.47,2017,Sep,28.01%,No Discount,,,,,,,,,,
US-2014-138828,9/2/2014,9/3/2014,First Class,Katherine Ducich,Consumer,West,New York,Newell 324,Office Supplies,Art,57.75,5.00,0.00,16.17,2014,Sep,28.00%,No Discount,,,,,,,,,,
CA-2015-153878,4/25/2015,4/30/2015,Standard Class,Trudy Schmidt,Consumer,West,Wisconsin,Newell 324,Office Supplies,Art,57.75,5.00,0.00,16.17,2015,Apr,28.00%,No Discount,,,,,,,,,,
CA-2015-103716,4/30/2015,5/6/2015,Standard Class,Ken Black,Corporate,West,Washington,Newell 324,Office Supplies,Art,34.65,3.00,0.00,9.70,2015,Apr,27.99%,No Discount,,,,,,,,,,
CA-2016-117583,11/27/2016,11/30/2016,First Class,Cassandra Brandow,Consumer,West,Virginia,Newell 324,Office Supplies,Art,34.65,3.00,0.00,9.70,2016,Nov,27.99%,No Discount,,,,,,,,,,
CA-2015-110667,4/4/2015,4/8/2015,Standard Class,Nicole Fjeld,Home Office,West,Washington,DIXON Ticonderoga Erasable Checking Pencils,Office Supplies,Art,11.16,2.00,0.00,4.35,2015,Apr,38.98%,No Discount,,,,,,,,,,
CA-2014-107594,7/2/2014,7/6/2014,Standard Class,Eric Hoffmann,Consumer,West,Texas,DIXON Ticonderoga Erasable Checking Pencils,Office Supplies,Art,5.58,1.00,0.00,2.18,2014,Jul,39.07%,No Discount,,,,,,,,,,
CA-2017-117667,12/4/2017,12/9/2017,Standard Class,Michael Stewart,Corporate,East,Texas,DIXON Ticonderoga Erasable Checking Pencils,Office Supplies,Art,13.39,3.00,0.20,3.18,2017,Dec,23.75%,Low Discount,,,,,,,,,,
CA-2016-101525,5/1/2016,5/4/2016,Second Class,Chris McAfee,Consumer,West,Wisconsin,DIXON Ticonderoga Erasable Checking Pencils,Office Supplies,Art,11.16,2.00,0.00,4.35,2016,May,38.98%,No Discount,,,,,,,,,,
CA-2014-144029,5/26/2014,5/31/2014,Standard Class,Michelle Moray,Consumer,West,Washington,DIXON Ticonderoga Erasable Checking Pencils,Office Supplies,Art,13.39,3.00,0.20,3.18,2014,May,23.75%,Low Discount,,,,,,,,,,
CA-2014-114181,5/10/2014,5/14/2014,Second Class,Art Foster,Consumer,South,Pennsylvania,DIXON Ticonderoga Erasable Checking Pencils,Office Supplies,Art,22.32,5.00,0.20,5.30,2014,May,23.75%,Low Discount,,,,,,,,,,
CA-2016-106915,11/26/2016,12/2/2016,Standard Class,George Ashbrook,Consumer,West,Texas,DIXON Ticonderoga Erasable Checking Pencils,Office Supplies,Art,17.86,4.00,0.20,4.24,2016,Nov,23.74%,Low Discount,,,,,,,,,,
US-2017-140907,12/10/2017,12/12/2017,Second Class,Ben Peterman,Corporate,West,Washington,Col-Erase Pencils with Erasers,Office Supplies,Art,18.24,3.00,0.00,5.29,2017,Dec,29.00%,No Discount,,,,,,,,,,
CA-2017-157966,3/13/2017,3/13/2017,Same Day,Stephanie Ulpright,Home Office,West,Washington,Col-Erase Pencils with Erasers,Office Supplies,Art,19.46,4.00,0.20,2.19,2017,Mar,11.25%,Low Discount,,,,,,,,,,
CA-2015-145849,9/15/2015,9/17/2015,Second Class,Carol Triggs,Consumer,West,Texas,Manco Dry-Lighter Erasable Highlighter,Office Supplies,Art,24.32,8.00,0.00,8.27,2015,Sep,34.00%,No Discount,,,,,,,,,,
US-2016-124163,9/25/2016,9/30/2016,Standard Class,Steve Chapman,Corporate,South,Wisconsin,Manco Dry-Lighter Erasable Highlighter,Office Supplies,Art,3.04,1.00,0.00,1.03,2016,Sep,33.88%,No Discount,,,,,,,,,,
US-2015-138093,12/10/2015,12/16/2015,Standard Class,Kalyca Meade,Corporate,West,Pennsylvania,Manco Dry-Lighter Erasable Highlighter,Office Supplies,Art,27.36,9.00,0.00,9.30,2015,Dec,33.99%,No Discount,,,,,,,,,,
CA-2017-104108,12/2/2017,12/9/2017,Standard Class,Roy Phan,Corporate,West,Wisconsin,Manco Dry-Lighter Erasable Highlighter,Office Supplies,Art,12.16,5.00,0.20,2.13,2017,Dec,17.52%,Low Discount,,,,,,,,,,
CA-2015-136658,9/10/2015,9/17/2015,Standard Class,Bobby Odegard,Consumer,South,New York,Manco Dry-Lighter Erasable Highlighter,Office Supplies,Art,6.08,2.00,0.00,2.07,2015,Sep,34.05%,No Discount,,,,,,,,,,
US-2017-120147,3/30/2017,3/30/2017,Same Day,Tom Boeckenhauer,Consumer,West,Washington,Manco Dry-Lighter Erasable Highlighter,Office Supplies,Art,6.08,2.00,0.00,2.07,2017,Mar,34.05%,No Discount,,,,,,,,,,
CA-2017-111738,1/3/2017,1/7/2017,Standard Class,Christopher Martinez,Consumer,West,South Carolina,Manco Dry-Lighter Erasable Highlighter,Office Supplies,Art,9.12,3.00,0.00,3.10,2017,Jan,33.99%,No Discount,,,,,,,,,,
US-2016-115819,4/19/2016,4/24/2016,Second Class,Jas O'Carroll,Consumer,West,Tennessee,Newell 307,Office Supplies,Art,5.46,3.00,0.00,1.53,2016,Apr,28.02%,No Discount,,,,,,,,,,
CA-2017-136063,12/15/2017,12/19/2017,Standard Class,Saphhira Shifley,Corporate,West,Washington,Newell 307,Office Supplies,Art,10.19,7.00,0.20,1.02,2017,Dec,10.01%,Low Discount,,,,,,,,,,
CA-2015-110324,12/1/2015,12/5/2015,Standard Class,Matt Abelman,Home Office,West,Wisconsin,Newell 307,Office Supplies,Art,3.64,2.00,0.00,1.02,2015,Dec,28.02%,No Discount,,,,,,,,,,
CA-2014-126361,8/4/2014,8/9/2014,Second Class,Valerie Dominguez,Consumer,West,Utah,Newell 329,Office Supplies,Art,16.40,5.00,0.00,4.26,2014,Aug,25.98%,No Discount,,,,,,,,,,
CA-2016-158778,9/5/2016,9/9/2016,Standard Class,Dean Braden,Consumer,West,Texas,Newell 329,Office Supplies,Art,7.87,3.00,0.20,0.59,2016,Sep,7.50%,Low Discount,,,,,,,,,,
CA-2016-141957,7/21/2016,7/21/2016,Same Day,Jason Gross,Corporate,West,Texas,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Office Supplies,Art,18.66,2.00,0.20,1.40,2016,Jul,7.50%,Low Discount,,,,,,,,,,
CA-2017-102974,9/19/2017,9/24/2017,Standard Class,Dave Poirier,Corporate,West,Wisconsin,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Office Supplies,Art,23.32,2.00,0.00,6.06,2017,Sep,25.99%,No Discount,,,,,,,,,,
CA-2016-165330,12/11/2016,12/11/2016,Same Day,William Brown,Consumer,West,Texas,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Office Supplies,Art,23.32,2.00,0.00,6.06,2016,Dec,25.99%,No Discount,,,,,,,,,,
US-2016-144477,8/12/2016,8/14/2016,Second Class,Deborah Brumfield,Home Office,West,Texas,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Office Supplies,Art,37.31,4.00,0.20,2.80,2016,Aug,7.50%,Low Discount,,,,,,,,,,
CA-2017-159149,2/17/2017,2/19/2017,First Class,Cyra Reiten,Home Office,South,Texas,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Office Supplies,Art,175.44,6.00,0.20,52.63,2017,Feb,30.00%,Low Discount,,,,,,,,,,
US-2014-134054,10/10/2014,10/10/2014,Same Day,Fred Chung,Corporate,West,Texas,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Office Supplies,Art,255.85,7.00,0.00,112.57,2014,Oct,44.00%,No Discount,,,,,,,,,,
CA-2017-106180,9/18/2017,9/23/2017,Standard Class,Sally Hughsby,Corporate,West,Wisconsin,Newell 343,Office Supplies,Art,8.82,3.00,0.00,2.38,2017,Sep,26.98%,No Discount,,,,,,,,,,
CA-2016-136483,12/1/2016,12/6/2016,Standard Class,Allen Goldenen,Consumer,West,Virginia,Newell 343,Office Supplies,Art,4.70,2.00,0.20,0.41,2016,Dec,8.72%,Low Discount,,,,,,,,,,
US-2014-117744,12/2/2014,12/6/2014,Standard Class,Michael Dominguez,Corporate,South,Texas,Newell 343,Office Supplies,Art,16.46,7.00,0.20,1.44,2014,Dec,8.75%,Low Discount,,,,,,,,,,
CA-2016-100244,9/20/2016,9/24/2016,Standard Class,Greg Maxwell,Corporate,West,Virginia,Newell 343,Office Supplies,Art,11.76,4.00,0.00,3.18,2016,Sep,27.04%,No Discount,,,,,,,,,,
US-2014-134187,11/4/2014,11/11/2014,Standard Class,Tiffany House,Corporate,West,Texas,Newell 343,Office Supplies,Art,2.94,1.00,0.00,0.79,2014,Nov,26.87%,No Discount,,,,,,,,,,
CA-2017-112431,10/12/2017,10/14/2017,Second Class,Robert Waldorf,Consumer,West,Pennsylvania,Newell 343,Office Supplies,Art,5.88,2.00,0.00,1.59,2017,Oct,27.04%,No Discount,,,,,,,,,,
CA-2016-152730,5/30/2016,6/4/2016,Standard Class,Eugene Moren,Home Office,West,Wisconsin,Newell 343,Office Supplies,Art,14.70,5.00,0.00,3.97,2016,May,27.01%,No Discount,,,,,,,,,,
CA-2017-100013,11/6/2017,11/11/2017,Standard Class,Zuschuss Carroll,Consumer,West,Washington,SANFORD Liquid Accent Tank-Style Highlighters,Office Supplies,Art,5.68,2.00,0.00,1.76,2017,Nov,30.99%,No Discount,,,,,,,,,,
CA-2015-156482,2/6/2015,2/13/2015,Standard Class,Ivan Liston,Consumer,West,Texas,SANFORD Liquid Accent Tank-Style Highlighters,Office Supplies,Art,5.68,2.00,0.00,1.76,2015,Feb,30.99%,No Discount,,,,,,,,,,
CA-2014-100916,10/21/2014,10/26/2014,Standard Class,Frank Hawley,Corporate,West,Virginia,SANFORD Liquid Accent Tank-Style Highlighters,Office Supplies,Art,2.84,1.00,0.00,0.88,2014,Oct,30.99%,No Discount,,,,,,,,,,
CA-2015-163055,8/9/2015,8/16/2015,Standard Class,David Smith,Corporate,West,Texas,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",Office Supplies,Art,2.20,1.00,0.00,0.97,2015,Aug,44.09%,No Discount,,,,,,,,,,
CA-2017-146724,11/20/2017,11/27/2017,Standard Class,Hunter Glantz,Consumer,West,Texas,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",Office Supplies,Art,22.00,10.00,0.00,9.68,2017,Nov,44.00%,No Discount,,,,,,,,,,
US-2014-121566,6/30/2014,7/6/2014,Standard Class,Cari Schnelling,Consumer,South,Texas,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",Office Supplies,Art,6.60,3.00,0.00,2.90,2014,Jun,43.94%,No Discount,,,,,,,,,,
CA-2017-116645,11/30/2017,12/4/2017,Standard Class,Max Engle,Consumer,West,Washington,"BOSTON Ranger #55 Pencil Sharpener, Black",Office Supplies,Art,155.94,6.00,0.00,45.22,2017,Nov,29.00%,No Discount,,,,,,,,,,
US-2014-140116,3/10/2014,3/17/2014,Standard Class,Kean Thornton,Consumer,West,Texas,"BOSTON Ranger #55 Pencil Sharpener, Black",Office Supplies,Art,83.17,4.00,0.20,9.36,2014,Mar,11.25%,Low Discount,,,,,,,,,,
CA-2015-168480,9/21/2015,9/27/2015,Standard Class,Dario Medina,Corporate,West,Texas,"BOSTON Ranger #55 Pencil Sharpener, Black",Office Supplies,Art,25.99,1.00,0.00,7.54,2015,Sep,29.01%,No Discount,,,,,,,,,,
CA-2016-169971,9/4/2016,9/9/2016,Standard Class,Ivan Liston,Consumer,West,Texas,"BOSTON Ranger #55 Pencil Sharpener, Black",Office Supplies,Art,62.38,3.00,0.20,7.02,2016,Sep,11.25%,Low Discount,,,,,,,,,,
CA-2016-162082,3/14/2016,3/17/2016,First Class,John Stevenson,Consumer,West,Washington,"BOSTON Ranger #55 Pencil Sharpener, Black",Office Supplies,Art,145.54,7.00,0.20,16.37,2016,Mar,11.25%,Low Discount,,,,,,,,,,
CA-2015-154200,6/18/2015,6/22/2015,Standard Class,Bruce Geld,Consumer,West,Texas,"BOSTON Ranger #55 Pencil Sharpener, Black",Office Supplies,Art,51.98,2.00,0.00,15.07,2015,Jun,28.99%,No Discount,,,,,,,,,,
US-2017-158505,7/21/2017,7/21/2017,Same Day,Sarah Foster,Consumer,West,Washington,"BOSTON Ranger #55 Pencil Sharpener, Black",Office Supplies,Art,25.99,1.00,0.00,7.54,2017,Jul,29.01%,No Discount,,,,,,,,,,
CA-2015-118227,4/24/2015,4/28/2015,Standard Class,Deborah Brumfield,Home Office,West,Texas,"BOSTON Ranger #55 Pencil Sharpener, Black",Office Supplies,Art,25.99,1.00,0.00,7.54,2015,Apr,29.01%,No Discount,,,,,,,,,,
CA-2014-164182,7/14/2014,7/18/2014,Standard Class,Shui Tom,Consumer,West,Texas,"BOSTON Ranger #55 Pencil Sharpener, Black",Office Supplies,Art,41.58,2.00,0.20,4.68,2014,Jul,11.26%,Low Discount,,,,,,,,,,
CA-2015-119291,5/14/2015,5/17/2015,First Class,Jesus Ocampo,Home Office,West,Washington,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",Office Supplies,Art,2.70,1.00,0.20,0.81,2015,May,30.00%,Low Discount,,,,,,,,,,
US-2017-123463,12/23/2017,12/23/2017,Same Day,Gary Zandusky,Consumer,West,Virginia,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",Office Supplies,Art,13.48,4.00,0.00,5.93,2017,Dec,43.99%,No Discount,,,,,,,,,,
